,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
190,02935,"Introduction to applied statistics and R for PhD
students",Introduktion til anvendt statistik og R for Ph.d.studerende,5,"Ph.D., Service course (professional skills)_Offered as a single course",Campus Lyngby,", The course is aimed at PhD students, who have taken astatistics course during their studies, but have not used it andtherefore need statistics refreshed from scratch. It will be anadvantage (but not a requirement) to have taken a basic programmingcourse.",Anders Stockmarr,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02935
191,02940,Modern Methods in industrial Mathematics,Moderne Metoder i Industrimatematik,5,"Ph.D., Professional identity course_Offered as a single course",Campus Lyngby On campus (DTU/SDU),", at least a B.Sc. in applied mathematics",Poul Georg Hjorth,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02940
192,02941,"Physically Based Rendering and Material Appearance
Modelling",Fysisk baseret rendering og modellering af materialersudseende,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,"02562,  , or a similar course (some knowledgeof heat transfer and Maxwell's equations is anadvantage)",Jeppe Eliot Revall Frisvad,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02941
193,02946,Scientific Computing for X-Ray Computed Tomography,Scientific computing for Røntgen-tomografi,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", Experience with Matlab programming (e.g, 02631/33) andnumerical computations (e.g., 02601).",Per Christian Hansen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02946
194,02949,DTU Compute PhD Seminar,DTU Compute ph.d.-seminar,"2,5","Ph.D., Professional identity course",The kick-off seminar is held externally with accomodation. Theother seminars take place at DTU Lyngby Campus.,,Kim Knudsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02949
195,02952,Communicate your research with video,Kommunikér din forskning med video,"2,5","Ph.D., General service course (generic skills)_Offered as a single course",Campus Lyngby,,Kim Knudsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02952
196,02953,Convex optimization,Konveks optimering,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,"01005,01020,02601,02610, /,.,., , Coursework in linear algebra   (e.g. 01005/01020) and numerical algorithms (e.g., 02601),   introductory-level coursework in optimization (e.g., 02610), a   certain degree of mathematical maturity, and proficiency in a   high-level programming language such as MATLAB, Python, or   Julia.",Martin Skovgaard Andersen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02953
197,02955,"Pseudodifferential operators for boundary value
problems",Pseudodifferentielle operatorer forrandværdiproblemer,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,"01715, ",Mirza Karamehmedovic,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02955
198,02960,"Time Series Analysis - with a focus on Modelling and
Forecasting in Energy Systems",Time Series Analysis - with a focus on Modelling andForecasting in Energy Systems,"2,5","Ph.D., Professional identity course_Offered as a single course","The physical venue will be in Fredericia,Denmark.","02402,02417, ",Peder Bacher,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02960
199,02969,"Bayesian modeling and computation for inverse
problems",Bayesiansk modellering og beregning for inverseproblemer,"2,5","Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", Familiarity with numerical computations.",Mirza Karamehmedovic,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02969
200,02975,"Introduction to uncertainty quantification for inverse
problems",Introduktion til usikkerhedskvantificering for inverseproblemer,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", Experience with probability theory (e.g., 02405), inverseproblems (e.g., 02624), numerical computations (e.g., 02601),functional analysis (e.g., 01715) would be anadvantage.",Yiqiu Dong,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02975
201,02976,Young Researcher Entrepreneurship Academy,Young Researcher Entrepreneurship Academy,"2,5","Ph.D., General service course (generic skills)_Offered as a single course",Campus Lyngby Venue: DTU Skylab,,Mark Bernhard Riis,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02976
202,02G01,Security Principles,Sikkerhedsprincipper,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G01
203,02G02,Risk Management,Risikostyring,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G02
204,02G03,Security Governance,Sikkerhedsgovernance,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G03
205,02G04,Identity and Access Management,Identitetsstyring og adgangskontrol,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G04
206,02G05,Enterprise security Architectures,Enterprise sikkerhedsarkitektur,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G05
207,02G06,Consultancy Project,Konsulentopgave,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G06
208,02G07,Application Security,Applikationssikkerhed,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G07
209,02G08,Data Protection and Privacy,Data- og privathedsbeskyttelse,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G08
210,02G09,Trends in Cybersecurity,Tendenser indenfor cybersikkerhed,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G09
211,02G10,Master Thesis Project,Master opgave,5,Parttime master,Campus Lyngby,,Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02G10
212,10018,Physics 1,Fysik 1,10,BSc,Campus Lyngby,,Carsten Knudsen,10 Department ofPhysics,https://kurser.dtu.dk/course/10018
213,10020,Physics 1,Fysik 1,10,"BSc_Bachelor in Artificiel Intelligence and Data_Basic Natural Science Courses_Basic Natural Science Courses_Basic Natural Science Courses, Cybertechnology_Basic Natural Science Courses, Chemistry and Technology_Basic Natural Science Courses, Mathematics and Technology_Basic Natural Science Courses, Medicine and Technology_Basic Natural Science Courses, Environmental Engineering_Basic Natural Science Courses, Software Technology",Campus Lyngby,,Carsten Knudsen,10 Department ofPhysics,https://kurser.dtu.dk/course/10020
214,10022,Physics 1,Fysik 1,10,"BSc_Bachelor in Artificiel Intelligence and Data_Basic Natural Science Courses, Civil Engineering_Basic Natural Science Courses, Architectural Engineering_Basic Natural Science Courses, Cybertechnology_Basic Natural Science Courses, Mathematics and Technology_Basic Natural Science Courses, Environmental Engineering_Basic Natural Science Courses, Mechanical Engineering",Campus Lyngby,,Carsten Knudsen,10 Department ofPhysics,https://kurser.dtu.dk/course/10022
215,10024,Physics 1,Fysik 1,10,"BSc_Bachelor in Artificiel Intelligence and Data_Basic Natural Science Courses, Cybertechnology_Basic Natural Science Courses, Electrical Engineering_Basic Natural Science Courses, Mathematics and Technology",Campus Lyngby,,Carsten Knudsen,10 Department ofPhysics,https://kurser.dtu.dk/course/10024
216,10031,Introduction to Physics and Nanotechnology,Introduktion til Fysik og Nanoteknologi,10,"BSc_Projects and General Subjects, Physics and Nanotechnology",Campus Lyngby,,Kristoffer Haldrup,10 Department ofPhysics,https://kurser.dtu.dk/course/10031
217,10033,Mechanics and Physical Modeling,Mekanik og fysisk modellering,10,"BSc_Basic Natural Science Courses, Physics and Nanotechnology_Basic Natural Science Courses, Earth and Space Physics and Engineering",Campus Lyngby,,Carsten Knudsen,10 Department ofPhysics,https://kurser.dtu.dk/course/10033
218,10034,Thermodynamics and statistical physics,Termodynamik og statistisk fysik,5,"BSc_Basic Natural Science Courses, Physics and Nanotechnology_Technology Core Courses, Earth and Space Physics and Engineering",Campus Lyngby,,Jonatan Bohr Brask,10 Department ofPhysics,https://kurser.dtu.dk/course/10034
219,10036,Electromagnetism for physicists,Elektromagnetisme for fysikere,10,"BSc_Technology Core Courses, Physics and Nanotechnology_Technology Core Courses, Earth and Space Physics and Engineering",Campus Lyngby,"10033,01005, ., , mechanics and   mathematics",Henrik Bruus,10 Department ofPhysics,https://kurser.dtu.dk/course/10036
220,10041,Physics 2 - General Engineering,Fysik 2 - General Engineering,5,"BSc_Basic Natural Science Courses, Mathematics and Technology_Technology Core Courses, General Engineering",Campus Lyngby,"10020,10022,10024,01005, (,/,/,).­, , Physics 1 and Mathematics   1",Jesper Rasmussen,10 Department ofPhysics,https://kurser.dtu.dk/course/10041
221,10050,Model Physics,Modelfysik,10,"BSc_Basic Natural Science Courses, Biotechnology_Basic Natural Science Courses, Quantitative Biology and Disease Modelling_Basic Natural Science Courses, Human Life Science Engineering_Natural Science Course, Life Science and Technology",Campus Lyngby,"01005, ",Carsten Knudsen,10 Department ofPhysics,https://kurser.dtu.dk/course/10050
