,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link
337,12432,Advanced Rock Mechanics and Tunnelling,Avanceret bjergartsmekanik og tunneller,5,"Kandidat_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Lyngby,"11418,11411,11441, .,., , Bjergartsfysik og   bjergartsmekanik. Geoteknik grundkursus. Geologi eller   lignende",Tobias Orlander,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12432
338,12440,Geological energy ressources,Undergrundens energikilder,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen,Olie- og Gasteknik_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Lyngby,,Ida Lykke Fabricius,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12440
339,12441,Basic Drilling Engineering,Grundlæggende boringsteknologi,5,"Kandidat_Teknologisk specialisering, kandidatuddannelsen,Olie- og Gasteknik",Campus Lyngby,,Ida Lykke Fabricius,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12441
340,12442,Borehole geophysics,Borehulsgeofysik,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen,Olie- og Gasteknik_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Lyngby,,Ida Lykke Fabricius,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12442
341,12443,Laboratory characterization of soils and porous rocks,Laboratorie karakterisering af jord og porøsebjergarter,5,"Kandidat_Teknologisk specialisering, kandidatuddannelsen,Olie- og Gasteknik",Campus Lyngby,"12411,12411, /",Tobias Orlander,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12443
342,12444,Geothermal reservoir engineering,Geotermisk reservoirteknik,5,"Kandidat_Teknologisk specialisering, kandidatuddannelsen,Olie- og Gasteknik",Campus Lyngby,", Basic mathematical education on the level of bachelor programin civil engineering or similar. Basic knowledge of partialdifferential equations and/or fluid flow.",Ida Lykke Fabricius,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12444
343,12451,Pavement Mechanics,Vejbelægningsmekanik,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Lyngby,,Eyal Levenberg,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12451
344,12452,Railway Design and Maintenance,Baneprojektering og vedligeholdelse,10,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen,Transport og Logistik",Campus Lyngby,"12415,62622, /, , 12415 ""Grundkursus i   vejbelægningsteknik"" giver et kendskab til de grundlæggende   designprincipper og konstruktioner af vejbelægning, som   overordnet er de samme principper, der anvendes i opbygningen af   sporkasser for jernbanekonstruktioner. 62622 ""Baneteknologi   og drift"" giver kendskab til jernbanekapacitet og   køretidsberegninger.",Eyal Levenberg,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12452
345,12550,Statistical analysis in experimental material science,Statistik i eksperimentel materialelære,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur",Campus Lyngby,"62318,01901, .",Wolfgang Kunther,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12550
346,12551,Material science,"Materialelære, materialefysik",5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Bygningsdesign",Campus Lyngby,,Kurt Kielsgaard Hansen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12551
347,12552,Geotechnical engineering and civil engineeringstructures,Geoteknik og anlægskonstruktioner,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Lyngby,"01920,62328,62327,11821,11831, .(,.   ,)/(,.,)",Varvara Zania,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12552
348,12601,Thermal Building Physics,Termisk bygningsfysik,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Lyngby,"11000,11141,62318,11937, /,/,/",Carsten Rode,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12601
349,12602,Thermal Building Physics,Termisk bygningsfysik,0,Bachelor_Kurset udbydes som enkeltfag,Campus Lyngby,"12601,11121, /, , Kurset forudsætter at man har   deltaget i kursus 12601/11121 i et tidligere semester, men uden   at bestå eksamen. Afleveringsopgaver fra 12601/11121 skal have   været afleveret og bedømt som led i den tidligere   kursusdeltagelse, idet bedømmelse af disse sammen med re-eksamen   i 12601/11121 udgør   bedømmelsesgrundlaget.",Carsten Rode,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12602
350,12603,Materials Science for Civil Engineers,Materialefysik for bygningsingeniører,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Lyngby,,Ole Mejlhede Jensen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12603
351,12604,Construction Materials - use and testing,Byggematerialer - anvendelse og forsøg,5,"Bachelor_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Lyngby,"11000,12603, /, , 11000 Ingeniørarbejde, 12603   Materialefysik for bygningsingeniører",Kurt Kielsgaard Hansen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12604
352,12605,Sustainability and Life Cycle Assessment in the BuiltEnvironment,Bæredygtighed og livscyklusvurdering i det byggedemiljø,5,"Bachelor_Teknologisk linjefag, Bygningsdesign_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Lyngby,"11990,11993, .",Ana Teresa Macas Lima,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12605
353,12611,Heat and mass transfer in buildings,Varme- og stoftransport i bygninger,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Bæredygtig Energi_Generel retningskompetence, kandidatuddannelsen, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Lyngby,"12601,11121, /, , Kurset vil fokusere på   stoftransport, medens varmetransportfænomener kun gennemgås som   repetition, idet forudgående kendskab hertil forudsættes.   Studerende uden denne viden kan deltage, men det vil være   nødvendigt at de på egen hånd arbejder ekstra med   varmelære.",Carsten Rode,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12611
354,12612,Concrete Technology,Betonteknologi,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Generel retningskompetence, kandidatuddannelsen, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Lyngby,"11561,11562,12603,12604, .,.,., , (11561/12604) Byggematerialer -   anvendelse og forsøg, (11562/12603) Materialefysik for   bygningsingeniører",Ole Mejlhede Jensen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12612
355,12613,Durability and repair of concrete structures,Betonkonstruktioners holdbarhed ogreparationsmetoder,5,"Kandidat_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Lyngby,,Marianne Tange Hasholt,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12613
356,12701,Introduction to Living systems,Introduction to Living systems,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, General Engineering",Campus Lyngby,,Yifeng Zhang,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12701
357,12740,Sustainability in engineering solutions,Bæredygtighed i ingeniørløsninger,5,"Bachelor_Teknologisk linjefag, Data Science og Management_Teknologisk linjefag, Miljøteknologi_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Lyngby,,Stig Irving Olsen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12740
358,12771,Sustainability in management,Bæredygtighed i ledelse,5,"Kandidat_Generel retningskompetence, kandidatuddannelsen, Design og Innovation_Teknologisk specialisering, kandidatuddannelsen, Industriel Økonomi og Teknologiledelse_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Lyngby,"42340, ",Stig Irving Olsen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12771
359,12772,Life Cycle Assessment of Products and Systems,Livscyklusvurdering af produkter og systemer,10,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Bæredygtig Energi_Teknologisk specialisering, kandidatuddannelsen, Design og Innovation_Teknologisk specialisering, kandidatuddannelsen, Fødevareteknologi _Teknologisk specialisering, kandidatuddannelsen, Industriel Økonomi og Teknologiledelse_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi_Teknologisk specialisering, kandidatuddannelsen,Transport og Logistik_Generel retningskompetence, kandidatuddannelsen,Bygningsdesign_Generel retningskompetence, kandidatuddannelsen,Miljøteknologi_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign_Tilvalgskurser, Diplomingeniørretning, Kemi- og bioteknik_Tilvalgskurser, Diplomingeniørretning, Kemiteknik og International Business_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation",Campus Lyngby,"12240,12740,41416,  , Ideelt mindst én af de ovennævntekurser, eller lignende kvalifikationer.",Olivier Jolliet,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12772
360,12773,Advanced life-cycle assessment,Avanceret livscyklusvurdering,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Industriel Økonomi og Teknologiledelse_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Lyngby,"42372,  , Eller tilsvarende kursus omlivscyklusvurdering",Morten Ryberg,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12773
361,12774,"Assessing health, environmental and life cycleimpacts","Evaluering af sundheds-, miljø- oglivscykluspåvirkninger",5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi",Campus Lyngby,", Bachelor in Environmental and/or Chemical Engineering, orequivalent. Ideally, students bring some expertise in life cycle orrisk assessment or similarqualifications.",Peter Fantke,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12774
362,12821,Site Investigations,Forundersøgelser,"12,5",Diplomingeniør,Campus Sisimiut,,Sona Tomaskovicova,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12821
363,12831,Construction,Anlæg,10,Diplomingeniør,Campus Sisimiut,"11821,12821, .",Thomas Ingeman-Nielsen,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12831
364,12832,Engineering in Greenland,Ingeniør i Grønland,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Fiskeriteknologi",Campus Sisimiut,,Pernille Erland Jensen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12832
365,12836,Environmental Engineering,Forsyning & Miljøteknik,"7,5",Diplomingeniør,Campus Sisimiut,,Pernille Erland Jensen,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12836
366,12854,Infrastructure Constructions in the Arctic,Infrastrukturanlæg i Arktis,15,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur","Campus Sisimiut Arctic DTU Campus, Sisimiut, Grønland","11857,11858,12859, .,.",Thomas Ingeman-Nielsen,12 Institutfor Vand og Miljøteknologi,https://kurser.dtu.dk/course/12854
367,12859,Environmental Engineering in the Arctic,Miljøteknologi i Arktis,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi_Generel retningskompetence, kandidatuddannelsen, Byggeteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur","Campus Sisimiut Arctic DTU Campus, Sisimiut, Greenland","11857,11858, ",Gunvor Marie Kirkelund,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12859
368,12902,Life Cycle Assessment Modelling of Solid WasteSystems,Livscyklusmodellering af affaldssystemer,5,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Anders Damgaard,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12902
369,12933,Scientific Article Writing,Scientific Article Writing,"2,5","Ph.d., Generelt servicekursus (generiske færdigheder)_Kurset udbydes som enkeltfag",Campus Lyngby,", The students must have sufficient command of written scientificEnglish. Evidence of English proficiency may be requested (e.g.attestation of attendance to an English course orequivalent)",Arnaud Julien Antoine Dechesne,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12933
370,12935,Chalk Physics,Kalkfysik,5,"Ph.d., Fagligt fokuseret kursus_Kurset udbydes som enkeltfag",Kurset afholdes på Møn eller Stevns,,Ida Lykke Fabricius,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12935
371,12936,Numerical Methods for Building Energy Technology,Numeriske beregningsmetoder i bygningsenergiteknik,5,"Ph.d., Fagligt fokuseret kursus_Kurset udbydes som enkeltfag",Campus Lyngby,"12601,11121,02601,02101,02102, /,/,.­,/",Carsten Rode,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12936
372,12937,Peer-review of scientific manuscripts,Peer-review af videnskabelige manuskripter,"2,5","Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,"11621,  , eller et andetartikelskrivningskursus. Kan også følges samtidig",Gunvor Marie Kirkelund,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12937
373,12950,Sustainability evaluation and communication,Bæredygtighedsvurdering og kommunikation,"2,5","Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Alexis Laurent,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12950
374,12951,Sustainability evaluation and communication,Bæredygtighedsvurdering og kommunikation,"2,5","Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Alexis Laurent,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12951
375,12952,Sustainability evaluation and communication,Bæredygtighedsvurdering og kommunikation,"2,5","Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Alexis Laurent,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12952
376,12953,Absolute environmental sustainability assessment of productionand consumption in a systems perspective,Absolut miljømæssig bæredygtighedsvurdering af produktion ogforbrug i et systemperspektiv,"2,5","Ph.d., Fagligt fokuseret kursus",Campus Lyngby,", Vant til at arbejde med kvantitativedata",Michael Zwicky Hauschild,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12953
377,12954,Assessing human and ecosystems impacts with the scientificconsensus model USEtox,Assessing human and ecosystems impacts with the scientificconsensus model USEtox,5,"Ph.d., Faglig identitetskursus_Kurset udbydes som enkeltfag","Campus Lyngby If any COVID19 restrictions apply, the course will be offeredas hybrid or online course.",", -Master in Environmental and/or Chemical Engineering and/orToxicology or equivalent. -Ideally, at least one of the followingtopics: Life Cycle Assessment, Life Cycle Impact Assessment,Chemicals in the environment, Chemicals and Health, Humantoxicological effects, Ecotoxicological effects, Consumer exposure,Chemical Risk Assessment.",Peter Fantke,12Institut for Vand og Miljøteknologi,https://kurser.dtu.dk/course/12954
